/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo-L0s0cPgJig-scene40_scene1.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoFjnJiM67F9Y-scene13_scene1.mp4 | Detected FPS: 24.0 | Frames: 117.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoFjnJiM67F9Y-scene2_scene1.mp4 | Detected FPS: 24.0 | Frames: 117.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoFtbbWeoL2vQ-scene14_scene3.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoGBuN2580VYk-scene25_scene2.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoGOqEl4ADyVk-scene25_scene1.mp4 | Detected FPS: 24.0 | Frames: 119.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoGYpayTHfpP0-scene8_scene1.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoGzMx4S7KbZw-scene20_scene16.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoHIB8rII8H1w-scene3_scene1.mp4 | Detected FPS: 24.0 | Frames: 117.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoJ_VGZaCKVLE-scene22_scene2.mp4 | Detected FPS: 24.0 | Frames: 116.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoJb5W9TbcpTE-scene24_scene42.mp4 | Detected FPS: 24.0 | Frames: 94.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoKOqJTRtbgtM-scene25_scene11.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoKOqJTRtbgtM-scene25_scene1.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoKOqJTRtbgtM-scene36_scene15.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoKOqJTRtbgtM-scene18_scene6.mp4 | Detected FPS: 24.0 | Frames: 119.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoKOqJTRtbgtM-scene42_scene8.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoLWDhom4WHWk-scene55_scene1.mp4 | Detected FPS: 24.0 | Frames: 116.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoLfJw8GD49Ws-scene17_scene4.mp4 | Detected FPS: 24.0 | Frames: 116.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoLuJxo_I1iNc-scene74_scene1.mp4 | Detected FPS: 24.0 | Frames: 117.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoMCdo6lwBOKs-scene119_scene1.mp4 | Detected FPS: 24.0 | Frames: 116.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoMCdo6lwBOKs-scene69_scene4.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoMCdo6lwBOKs-scene45_scene1.mp4 | Detected FPS: 24.0 | Frames: 115.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoMCdo6lwBOKs-scene55_scene1.mp4 | Detected FPS: 24.0 | Frames: 119.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoMLFmMo3ItUE-scene2_scene1.mp4 | Detected FPS: 24.0 | Frames: 117.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoMNBfWhN-jr0-scene13_scene4.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoMSMukLHtias-scene37_scene1.mp4 | Detected FPS: 24.0 | Frames: 119.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoP5nYEWyEs5A-scene26_scene4.mp4 | Detected FPS: 24.0 | Frames: 104.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoPxWI0SSuhr4-scene15_scene2.mp4 | Detected FPS: 24.0 | Frames: 114.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoQ2v0qn6icpU-scene35_scene5.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoTs85OjXMtpc-scene149_scene2.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoTs85OjXMtpc-scene149_scene1.mp4 | Detected FPS: 24.0 | Frames: 119.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoTwGT_H2un_I-scene213_scene2.mp4 | Detected FPS: 24.0 | Frames: 115.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoVd2_Q6rlwBU-scene88_scene3.mp4 | Detected FPS: 24.0 | Frames: 116.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoVVhvpjvlEB4-scene33_scene2.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideoWc28HGdTFc4-scene34_scene2.mp4 | Detected FPS: 24.0 | Frames: 110.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_-7biP2S8vIg-scene279_scene1.mp4 | Detected FPS: 24.0 | Frames: 117.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_0NCzVlAOZvo-scene8_scene1.mp4 | Detected FPS: 24.0 | Frames: 118.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_1MrI2HgZLbg-scene39_scene10.mp4 | Detected FPS: 24.0 | Frames: 112.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_1XpyUzIF-7s-scene1_scene6.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_1cTfu4w-nUc-scene115_scene3.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_1v0rF0WE7P4-scene28_scene7.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_2Iy0UTh9muE-scene6_scene1.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_7M1Xy3ETg6g-scene5_scene1.mp4 | Detected FPS: 24.0 | Frames: 116.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_8nardJ8xEzs-scene23_scene4.mp4 | Detected FPS: 24.0 | Frames: 114.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_9PzaH5Ar7-A-scene17_scene1.mp4 | Detected FPS: 24.0 | Frames: 119.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_AwNKYn6kacw-scene7_scene6.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_BH712Lzts5Q-scene13_scene1.mp4 | Detected FPS: 24.0 | Frames: 115.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_CU15yH-1UWo-scene32_scene6.mp4 | Detected FPS: 24.0 | Frames: 116.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_CV0Pi-7JtfI-scene48_scene1.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_DHO7VBVQnpI-scene1_scene1.mp4 | Detected FPS: 24.0 | Frames: 118.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_DbpymuYCbW8-scene48_scene13.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_EQNVIBCc6Xs-scene146_scene2.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_EjUU45WBy7g-scene88_scene1.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_Eq-6W-T_bNU-scene18_scene1.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_Eq-6W-T_bNU-scene21_scene1.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_Eq-6W-T_bNU-scene35_scene1.mp4 | Detected FPS: 24.0 | Frames: 120.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_GHXprx9UKgk-scene100_scene1.mp4 | Detected FPS: 24.0 | Frames: 119.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_GN2tVA856sI-scene2_scene36.mp4 | Detected FPS: 24.0 | Frames: 113.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_GN2tVA856sI-scene5_scene12.mp4 | Detected FPS: 24.0 | Frames: 116.0 | Reason: Mismatch
/shareddisk/yexin/huanghj/data/TalkVid-160h/videos-crop/videovideo_GN2tVA856sI-scene2_scene49.mp4 | Detected FPS: 24.0 | Frames: 117.0 | Reason: Mismatch
